brand,age,mileage,engine_size,fuel_type,transmission,owners,condition,price
Audi,11.7,181995,1.0,Petrol,Manual,1,Fair,3089.42
Hyundai,8.1,78921,2.5,Hybrid,Automatic,1,Good,12705.76
BMW,17.3,305980,1.4,Diesel,Automatic,3,Poor,1500
Maruti,9.9,163279,1.6,Hybrid,Automatic,1,Excellent,4318.91
Hyundai,9.9,90882,2.5,Hybrid,Automatic,2,Good,9270.98
Maruti,2.5,20258,1.0,Petrol,Manual,2,Excellent,8104.42
Volkswagen,13.0,112667,3.0,Hybrid,Automatic,2,Good,8567.04
Ford,2.8,42440,1.0,Electric,Manual,1,Good,10752.8
Audi,16.0,240858,4.0,Diesel,Manual,2,Good,5836.69
Nissan,8.8,108443,3.0,Electric,Automatic,1,Fair,11432.99
Audi,11.0,197154,3.0,Electric,Manual,1,Excellent,13420.59
Mercedes,7.1,117073,1.4,Hybrid,Manual,1,Good,12953.91
BMW,3.7,64009,1.4,Hybrid,Automatic,1,Good,23930.34
Honda,4.5,73957,3.0,Hybrid,Automatic,3,Good,22603.19
Honda,17.8,191236,2.5,Petrol,Automatic,3,Good,2504.75
Audi,7.8,96864,1.0,Diesel,Automatic,3,Good,7730.57
Toyota,11.4,188460,2.0,Hybrid,Automatic,3,Excellent,5384.46
Nissan,8.2,121054,1.4,Hybrid,Automatic,4,Good,6024.28
Ford,17.4,291165,1.0,Electric,Manual,1,Excellent,1500
Honda,10.2,185809,3.0,Hybrid,Automatic,2,Poor,5915.72
Mercedes,15.0,158068,3.0,Diesel,Manual,1,Excellent,9589.17
Maruti,14.1,272886,1.4,Petrol,Manual,1,Fair,1500
Mercedes,14.4,203833,3.5,Diesel,Manual,3,Fair,6665.12
Maruti,4.9,77150,1.4,Petrol,Automatic,2,Good,8410.07
Honda,1.5,26319,1.4,Diesel,Manual,1,Good,19087.0
Volkswagen,11.1,168216,3.5,Petrol,Manual,4,Excellent,8872.15
Ford,3.3,55130,3.0,Petrol,Manual,1,Excellent,30143.24
Ford,13.2,223216,1.2,Electric,Manual,1,Good,1869.25
Mercedes,9.4,103202,2.2,Hybrid,Automatic,2,Excellent,17281.89
Volkswagen,16.0,187718,2.2,Electric,Automatic,1,Fair,3536.53
BMW,10.0,179141,3.5,Petrol,Manual,2,Good,14486.09
Nissan,4.1,63197,1.2,Electric,Manual,3,Fair,8543.27
Toyota,8.0,126229,1.0,Diesel,Manual,1,Fair,4007.98
Honda,14.6,215929,4.0,Hybrid,Manual,1,Good,5563.4
Maruti,8.4,133757,4.0,Electric,Manual,1,Excellent,15342.62
BMW,6.8,76365,1.4,Petrol,Automatic,2,Excellent,13915.4
Toyota,13.5,228933,1.8,Hybrid,Automatic,4,Good,2535.58
Audi,7.8,93811,1.8,Petrol,Automatic,3,Fair,10583.19
Mercedes,6.8,119878,1.6,Petrol,Automatic,3,Good,11743.4
Nissan,9.5,141112,1.8,Petrol,Automatic,4,Excellent,5735.43
Honda,13.2,174333,2.0,Hybrid,Automatic,1,Good,4531.11
Maruti,14.2,254865,2.0,Diesel,Automatic,1,Good,2001.14
Volkswagen,5.0,62513,4.0,Hybrid,Manual,1,Excellent,38248.59
Honda,3.3,54548,2.5,Electric,Automatic,1,Excellent,32577.76
Toyota,15.9,242296,1.2,Petrol,Automatic,1,Excellent,1500
Maruti,16.4,157153,3.5,Electric,Automatic,2,Fair,3901.65
Audi,9.5,157124,3.5,Hybrid,Automatic,2,Good,17990.88
Audi,1.6,14824,1.0,Electric,Manual,1,Good,22287.7
Volkswagen,9.7,94390,1.8,Diesel,Manual,1,Good,7639.74
BMW,13.1,150844,2.5,Electric,Manual,2,Good,9627.31
Ford,4.4,39575,2.2,Hybrid,Automatic,1,Good,19586.44
Maruti,2.3,43138,1.8,Diesel,Manual,1,Excellent,17512.63
Honda,4.6,68144,2.2,Petrol,Manual,1,Poor,11801.62
Nissan,16.2,204733,1.6,Electric,Manual,1,Good,1945.6
Mercedes,0.7,9704,2.5,Hybrid,Automatic,2,Good,68917.16
Nissan,10.3,150199,3.0,Hybrid,Manual,2,Good,8244.17
Audi,10.0,168404,1.4,Hybrid,Automatic,3,Fair,5556.63
Audi,16.1,241742,1.8,Diesel,Automatic,1,Good,2850.45
Audi,5.4,80272,2.0,Petrol,Manual,1,Good,19866.68
Nissan,8.3,133213,3.0,Diesel,Automatic,2,Excellent,12297.05
Mercedes,14.5,168511,3.5,Diesel,Automatic,4,Good,9793.98
Honda,17.2,267305,1.2,Electric,Automatic,1,Fair,1500
Ford,7.6,87945,4.0,Electric,Automatic,1,Excellent,24690.44
Maruti,9.2,135107,1.2,Hybrid,Manual,1,Good,3748.67
Hyundai,11.4,172723,1.2,Petrol,Automatic,3,Excellent,2629.22
Nissan,6.9,98969,2.0,Hybrid,Automatic,1,Fair,9643.73
Maruti,1.7,25272,1.6,Electric,Manual,3,Good,15742.7
Audi,12.7,207593,1.4,Petrol,Manual,2,Good,3490.63
Nissan,12.2,166143,3.0,Petrol,Automatic,2,Excellent,7078.36
Mercedes,15.8,222896,1.6,Petrol,Automatic,1,Good,2858.8
Audi,0.6,14019,1.0,Petrol,Automatic,2,Excellent,25249.47
Volkswagen,1.1,18033,1.0,Diesel,Manual,1,Excellent,17744.94
Honda,16.0,224075,3.0,Electric,Manual,1,Excellent,3899.58
BMW,3.4,58550,4.0,Electric,Automatic,2,Poor,50087.61
Toyota,12.7,214263,2.5,Electric,Automatic,2,Poor,3710.02
Nissan,14.0,213600,1.4,Diesel,Manual,2,Excellent,1920.3
Audi,14.8,205503,1.2,Electric,Automatic,1,Excellent,3141.49
Nissan,13.9,180657,2.0,Diesel,Automatic,1,Good,3465.86
Nissan,15.1,203053,3.5,Electric,Automatic,1,Fair,4692.14
Mercedes,16.6,301367,3.5,Diesel,Automatic,2,Good,5645.31
Ford,8.2,127815,2.5,Hybrid,Manual,2,Fair,9162.34
Mercedes,11.1,165615,1.2,Petrol,Manual,1,Excellent,4982.68
Nissan,9.3,167560,1.6,Hybrid,Manual,2,Fair,4065.54
Mercedes,5.1,86855,2.2,Hybrid,Manual,1,Excellent,29004.5
Hyundai,4.9,71561,1.2,Hybrid,Automatic,1,Good,8819.53
Audi,16.0,173774,1.8,Diesel,Automatic,1,Good,3990.6
Volkswagen,17.0,208305,3.5,Diesel,Manual,1,Excellent,4764.98
Audi,7.9,147033,1.0,Petrol,Automatic,2,Good,6167.52
Ford,8.7,128891,1.8,Electric,Manual,1,Fair,6759.18
Maruti,0.8,8110,1.8,Petrol,Manual,1,Good,20871.1
Volkswagen,13.3,195683,2.2,Hybrid,Manual,1,Good,4489.64
Maruti,7.8,124325,1.2,Hybrid,Manual,1,Good,4371.98
Honda,17.2,214168,1.4,Electric,Automatic,1,Excellent,1786.76
Honda,11.4,162843,3.5,Hybrid,Manual,1,Excellent,9818.85
Volkswagen,8.7,93188,2.2,Diesel,Manual,2,Fair,9983.03
Maruti,1.7,22002,2.0,Hybrid,Manual,4,Good,16694.14
BMW,1.3,18181,1.2,Hybrid,Automatic,2,Good,28120.67
Hyundai,16.7,219172,1.6,Petrol,Automatic,1,Good,1670.16
Hyundai,15.9,246836,2.2,Electric,Automatic,1,Excellent,2394.49
Mercedes,3.4,45295,1.4,Hybrid,Automatic,1,Good,26365.53
Volkswagen,0.9,23481,2.0,Petrol,Automatic,1,Poor,23289.82
BMW,9.7,75426,4.0,Diesel,Automatic,1,Good,24521.27
BMW,13.4,144627,4.0,Diesel,Manual,1,Fair,10846.91
Honda,0.7,9631,1.2,Petrol,Automatic,1,Fair,17921.98
Hyundai,17.6,253899,2.0,Diesel,Automatic,1,Good,1500
Toyota,15.7,171560,2.0,Diesel,Automatic,1,Good,3372.93
Hyundai,16.4,226892,1.2,Electric,Automatic,1,Good,1500
BMW,2.9,24803,1.8,Diesel,Manual,3,Fair,25298.16
Toyota,15.6,214872,1.8,Hybrid,Manual,2,Good,2334.86
Audi,9.4,120062,3.5,Petrol,Automatic,1,Excellent,23953.0
Volkswagen,13.0,182053,2.2,Diesel,Automatic,3,Excellent,4586.74
Maruti,9.5,116668,1.2,Petrol,Automatic,2,Good,3747.52
Volkswagen,4.2,54401,1.4,Diesel,Automatic,4,Good,12703.29
Audi,6.1,70626,2.2,Hybrid,Manual,1,Fair,21456.23
Toyota,3.0,44003,1.0,Hybrid,Manual,2,Fair,10365.95
Ford,8.6,87451,1.2,Diesel,Manual,2,Fair,4631.35
Mercedes,7.4,72547,1.0,Hybrid,Manual,1,Excellent,10424.87
Maruti,10.9,185667,2.0,Electric,Automatic,3,Good,4199.9
Honda,7.5,104774,3.0,Diesel,Manual,4,Excellent,15218.33
BMW,6.4,77906,3.0,Petrol,Manual,1,Good,26973.51
Audi,13.9,201403,3.0,Hybrid,Manual,1,Poor,4997.03
Nissan,15.2,239489,4.0,Electric,Manual,1,Fair,3529.12
Honda,4.5,46586,3.5,Diesel,Automatic,3,Good,33644.57
Ford,6.2,95635,1.8,Hybrid,Automatic,2,Good,10661.01
Toyota,6.7,52299,1.4,Electric,Manual,2,Fair,9198.89
Maruti,13.9,232292,2.0,Petrol,Manual,1,Excellent,2259.23
Ford,16.5,191315,1.2,Hybrid,Automatic,2,Excellent,1508.93
Ford,13.3,200340,2.2,Diesel,Automatic,2,Poor,2883.58
Hyundai,7.3,93009,4.0,Hybrid,Manual,2,Good,20468.69
Honda,14.3,195521,2.5,Electric,Manual,1,Good,4010.68
Hyundai,13.3,175900,1.4,Electric,Automatic,2,Excellent,3029.87
Nissan,11.2,103089,1.0,Electric,Automatic,1,Good,3673.37
Volkswagen,17.6,187107,1.2,Hybrid,Manual,2,Fair,1500
Maruti,11.9,167330,1.4,Electric,Manual,1,Good,3016.08
BMW,16.8,212579,1.4,Hybrid,Automatic,2,Fair,2220.9
Ford,1.8,24775,1.4,Diesel,Automatic,3,Good,16051.12
Mercedes,12.1,158081,2.2,Electric,Manual,2,Good,10252.61
Toyota,7.4,138710,3.5,Petrol,Automatic,1,Good,18136.55
BMW,10.3,201922,1.2,Electric,Automatic,1,Excellent,5569.57
Audi,6.8,72639,2.0,Petrol,Automatic,2,Good,18773.77
Honda,8.3,126739,1.6,Petrol,Manual,1,Poor,4610.96
Mercedes,13.2,164691,3.0,Diesel,Automatic,2,Good,10439.48
Nissan,9.3,129261,4.0,Diesel,Manual,1,Good,12599.92
Toyota,9.5,144192,1.6,Electric,Automatic,1,Good,6571.67
Maruti,16.6,178249,1.4,Hybrid,Manual,2,Fair,1500
Mercedes,15.7,285345,3.0,Electric,Automatic,1,Fair,5268.37
Ford,16.7,260607,1.6,Hybrid,Manual,2,Excellent,1500
Maruti,0.9,13928,1.4,Electric,Automatic,1,Excellent,19446.37
Audi,12.0,187502,1.2,Hybrid,Manual,2,Good,3800.23
Toyota,8.0,113501,2.2,Diesel,Automatic,1,Fair,10021.62
Maruti,11.6,172680,1.2,Petrol,Manual,1,Fair,1770.89
Maruti,14.0,203774,3.5,Diesel,Manual,2,Good,3829.07
Ford,2.9,41360,1.4,Diesel,Automatic,2,Fair,12112.36
Toyota,1.4,29760,1.6,Electric,Automatic,3,Good,23655.54
Nissan,13.9,167708,2.0,Diesel,Manual,1,Fair,2766.72
Hyundai,10.7,120974,2.2,Hybrid,Manual,1,Fair,6081.29
Nissan,8.3,93931,2.5,Diesel,Manual,1,Good,11047.64
Toyota,4.9,62516,3.5,Petrol,Automatic,2,Good,31987.0
Hyundai,10.5,128856,2.5,Diesel,Manual,1,Good,7197.26
BMW,2.9,46677,1.6,Petrol,Manual,2,Good,23039.98
Maruti,1.2,15883,1.4,Petrol,Manual,2,Good,14401.98
Hyundai,17.6,277805,1.8,Electric,Automatic,2,Good,1555.93
BMW,8.2,92977,4.0,Hybrid,Manual,1,Good,31806.65
Honda,3.0,33952,1.2,Hybrid,Automatic,1,Fair,12910.78
Maruti,3.2,66315,1.6,Diesel,Manual,2,Fair,9984.86
Toyota,9.3,123295,3.5,Petrol,Automatic,1,Excellent,14940.61
Audi,16.6,329461,1.2,Electric,Automatic,1,Good,1968.05
Maruti,11.6,164976,1.4,Hybrid,Manual,1,Excellent,3178.75
BMW,0.6,7428,3.0,Diesel,Manual,1,Excellent,76096.35
Mercedes,16.1,296931,1.8,Electric,Manual,3,Good,2973.54
Audi,5.2,93427,3.5,Petrol,Manual,1,Excellent,40302.69
Maruti,15.0,204124,3.0,Electric,Automatic,1,Poor,2720.33
Mercedes,2.1,25297,1.0,Diesel,Automatic,1,Good,20448.56
Volkswagen,16.1,244588,2.0,Hybrid,Automatic,1,Good,2470.87
Toyota,1.8,25024,1.4,Petrol,Manual,1,Poor,13066.17
Toyota,11.3,178857,1.6,Electric,Automatic,2,Excellent,4983.68
Hyundai,5.4,77075,1.8,Petrol,Manual,1,Excellent,11921.23
Audi,9.4,138768,3.5,Petrol,Manual,2,Fair,15231.97
Ford,8.8,126116,1.0,Electric,Manual,1,Excellent,4507.17
Maruti,1.2,12459,1.6,Petrol,Manual,2,Excellent,16013.86
Mercedes,0.6,7848,2.5,Electric,Manual,4,Good,62990.24
BMW,4.2,63727,1.2,Petrol,Automatic,3,Good,13416.29
Honda,4.0,49281,1.0,Diesel,Manual,4,Poor,5981.28
Nissan,11.0,178023,3.5,Diesel,Automatic,1,Excellent,8846.36
Honda,8.0,89843,1.4,Diesel,Automatic,2,Good,7621.55
Maruti,4.1,71937,3.5,Hybrid,Automatic,3,Good,22690.9
Toyota,9.4,131736,2.0,Electric,Automatic,3,Fair,7289.18
Mercedes,8.5,141977,3.5,Diesel,Automatic,3,Good,23969.27
Audi,14.6,223034,1.8,Hybrid,Automatic,1,Fair,3482.4
Hyundai,8.1,111914,1.6,Diesel,Automatic,1,Good,6490.83
Honda,12.1,159367,2.0,Electric,Manual,1,Excellent,5882.86
Hyundai,6.9,104106,3.0,Hybrid,Manual,1,Good,15538.06
Maruti,8.9,180010,1.2,Diesel,Automatic,2,Excellent,3240.14
Nissan,15.1,299761,1.4,Diesel,Manual,1,Excellent,1500
Maruti,12.5,186214,2.5,Diesel,Automatic,1,Fair,3649.16
BMW,14.1,204098,1.4,Hybrid,Automatic,1,Good,3570.43
Nissan,3.3,55292,1.2,Hybrid,Automatic,2,Good,11182.11
Hyundai,10.5,144886,3.0,Petrol,Manual,1,Good,7834.76
Hyundai,8.1,74494,1.4,Petrol,Automatic,1,Good,6069.79
Honda,10.0,133567,1.0,Diesel,Manual,1,Excellent,3462.22
Mercedes,16.2,117251,1.2,Electric,Manual,2,Good,3640.85
BMW,8.0,108500,3.5,Hybrid,Automatic,2,Good,25239.76
Audi,13.3,98670,1.6,Petrol,Automatic,1,Fair,5851.99
BMW,10.4,99155,1.2,Hybrid,Manual,1,Good,6961.16
Volkswagen,16.1,321412,2.2,Hybrid,Automatic,3,Poor,1560.27
Maruti,0.9,10865,2.5,Electric,Automatic,2,Good,30851.06
Hyundai,16.5,233660,1.8,Petrol,Manual,1,Good,1500
Maruti,17.7,264872,2.5,Diesel,Automatic,1,Good,1738.35
Ford,14.0,140425,2.0,Diesel,Manual,1,Good,4059.28
BMW,11.7,184954,1.4,Hybrid,Manual,3,Good,4421.51
Nissan,11.8,229156,4.0,Diesel,Automatic,1,Fair,5495.99
BMW,3.2,49137,4.0,Electric,Manual,2,Good,63020.37
Toyota,8.7,72945,1.8,Diesel,Manual,1,Fair,8480.77
Honda,14.4,201345,1.0,Hybrid,Automatic,1,Excellent,1897.26
Nissan,16.0,201333,2.5,Hybrid,Manual,1,Good,2918.51
Ford,7.0,86389,4.0,Diesel,Manual,1,Good,19696.26
Audi,14.9,175179,4.0,Hybrid,Manual,1,Excellent,10415.16
Honda,13.0,192699,2.2,Electric,Automatic,1,Good,4929.84
Hyundai,10.2,108765,4.0,Diesel,Manual,3,Excellent,12352.06
Maruti,15.4,284696,3.5,Electric,Manual,1,Good,3243.83
Toyota,16.8,273825,1.4,Petrol,Automatic,1,Poor,1500
Nissan,14.8,196515,4.0,Electric,Manual,2,Fair,4866.98
Toyota,3.0,49624,1.8,Petrol,Manual,4,Fair,13310.87
Volkswagen,8.7,62632,2.2,Hybrid,Manual,3,Fair,9466.67
Nissan,14.4,211148,4.0,Diesel,Automatic,1,Excellent,6302.65
Volkswagen,13.2,207491,4.0,Hybrid,Manual,2,Good,7414.89
Audi,10.1,108436,1.6,Hybrid,Manual,1,Excellent,10354.77
Volkswagen,1.1,16027,1.6,Hybrid,Manual,1,Excellent,29894.57
Mercedes,8.3,96787,1.6,Electric,Manual,1,Fair,11867.9
Ford,14.0,168714,3.5,Hybrid,Automatic,3,Fair,5340.58
Nissan,1.2,15276,3.0,Hybrid,Manual,3,Good,36179.25
Honda,13.9,188135,2.0,Electric,Automatic,1,Fair,3554.21
Audi,6.4,115906,1.4,Petrol,Manual,3,Good,10661.87
Nissan,11.7,207463,1.4,Hybrid,Automatic,2,Fair,2520.32
Honda,7.6,129418,3.5,Hybrid,Automatic,1,Fair,16327.63
Hyundai,4.3,62697,1.4,Hybrid,Automatic,1,Good,11464.57
Volkswagen,8.9,81194,3.5,Electric,Manual,4,Fair,15667.94
Maruti,7.9,59362,1.8,Petrol,Manual,2,Good,7495.86
Nissan,1.9,15446,1.8,Hybrid,Manual,1,Fair,20308.19
Audi,0.8,8988,1.0,Petrol,Automatic,1,Good,21645.6
Mercedes,7.7,76350,3.0,Diesel,Manual,1,Good,26764.75
Audi,12.1,136531,1.0,Diesel,Manual,2,Fair,2896.72
Mercedes,8.6,107078,3.0,Petrol,Manual,2,Poor,15066.56
Audi,14.9,289969,3.0,Hybrid,Manual,2,Excellent,5459.97
Toyota,8.6,112665,1.0,Electric,Automatic,1,Good,5113.3
Honda,8.4,141951,2.0,Hybrid,Automatic,2,Good,8601.44
Volkswagen,16.9,262486,1.0,Petrol,Manual,1,Good,1500
Honda,6.1,94771,1.0,Diesel,Manual,1,Good,6560.52
Ford,1.9,29979,1.0,Petrol,Automatic,1,Poor,9315.16
Audi,16.8,215036,2.2,Petrol,Automatic,2,Excellent,3627.28
Audi,8.8,152992,2.5,Hybrid,Automatic,1,Good,14288.51
Ford,0.6,7561,1.8,Electric,Automatic,3,Fair,26818.42
Audi,14.1,223132,1.8,Electric,Automatic,1,Good,4452.74
BMW,3.8,46201,2.2,Electric,Manual,1,Fair,30376.84
Honda,7.9,126110,1.4,Electric,Manual,2,Good,6883.67
Maruti,6.4,82948,2.5,Hybrid,Manual,1,Excellent,12089.75
BMW,6.2,94367,3.0,Petrol,Manual,1,Excellent,31005.42
Hyundai,8.5,89454,3.5,Petrol,Manual,2,Excellent,14652.17
BMW,6.8,68635,3.0,Diesel,Manual,3,Fair,22672.39
Nissan,9.8,163539,1.6,Electric,Manual,1,Fair,4257.42
Mercedes,5.0,94608,3.5,Hybrid,Automatic,2,Good,39640.2
Volkswagen,12.0,191877,1.8,Hybrid,Manual,1,Excellent,4562.17
Ford,5.0,77047,4.0,Electric,Manual,2,Good,27710.81
Maruti,2.9,44824,1.6,Electric,Manual,2,Excellent,17913.21
Ford,14.2,119676,2.5,Hybrid,Manual,2,Good,5147.51
Nissan,14.8,153316,1.0,Electric,Automatic,1,Excellent,2276.33
Audi,3.7,42119,1.0,Diesel,Automatic,1,Good,15455.88
Ford,3.4,38012,3.5,Diesel,Manual,3,Poor,21215.48
Volkswagen,8.7,122244,4.0,Electric,Manual,2,Good,19428.17
Hyundai,11.3,121849,2.5,Electric,Automatic,4,Excellent,7256.07
Nissan,5.6,72243,3.5,Hybrid,Manual,2,Fair,19600.91
Toyota,6.4,121556,4.0,Petrol,Manual,2,Poor,16901.1
Maruti,3.6,45798,2.5,Diesel,Manual,3,Fair,15275.94
Nissan,1.1,12286,2.2,Hybrid,Manual,2,Excellent,30684.36
Toyota,8.5,104810,2.2,Electric,Automatic,2,Fair,10137.24
Hyundai,7.2,82532,3.0,Diesel,Automatic,2,Excellent,16576.85
Nissan,11.3,144354,4.0,Electric,Manual,1,Good,11222.48
Audi,6.3,107973,2.2,Diesel,Automatic,2,Fair,17222.67
Maruti,10.7,176641,1.2,Petrol,Manual,1,Good,2300.2
Mercedes,7.1,65127,1.4,Petrol,Manual,1,Excellent,15188.18
Audi,11.2,155791,2.2,Hybrid,Automatic,3,Good,9077.62
Ford,8.5,99287,3.0,Hybrid,Automatic,2,Poor,10165.99
BMW,14.8,273521,1.0,Hybrid,Automatic,1,Good,1906.92
Nissan,11.0,173642,3.0,Diesel,Automatic,1,Excellent,7849.54
Volkswagen,15.2,171290,2.0,Hybrid,Automatic,2,Fair,3241.51
Maruti,10.5,136012,1.2,Hybrid,Automatic,4,Good,2809.33
Honda,2.0,30247,2.0,Hybrid,Manual,1,Good,27131.7
Hyundai,15.3,199304,2.2,Hybrid,Manual,1,Good,2517.15
Ford,13.4,294717,3.5,Hybrid,Manual,2,Fair,4051.79
Volkswagen,7.8,92292,1.2,Diesel,Automatic,1,Good,7146.79
Ford,11.1,138876,1.0,Diesel,Automatic,1,Good,2773.56
Maruti,11.9,192057,1.8,Hybrid,Automatic,1,Excellent,3669.51
Honda,8.1,111867,3.0,Electric,Automatic,1,Good,16381.96
Ford,5.5,89796,3.5,Diesel,Automatic,1,Good,23152.52
Ford,9.0,95453,2.0,Hybrid,Manual,1,Excellent,9931.9
Ford,1.1,15077,2.0,Hybrid,Automatic,1,Good,32856.73
Ford,15.8,165579,1.4,Electric,Automatic,1,Excellent,2579.95
Mercedes,9.3,122560,1.0,Diesel,Manual,1,Good,6366.56
BMW,12.7,254025,2.0,Petrol,Manual,1,Good,4421.39
Mercedes,2.2,41110,1.6,Diesel,Automatic,2,Fair,26719.21
Nissan,4.2,66812,2.5,Hybrid,Manual,1,Excellent,20984.48
Nissan,10.0,195790,2.0,Electric,Automatic,3,Poor,3698.85
BMW,17.1,245807,1.0,Electric,Manual,1,Fair,1500
Toyota,0.8,5070,1.2,Electric,Automatic,1,Good,21491.44
Honda,7.8,116789,3.0,Diesel,Automatic,2,Good,13988.09
Audi,5.3,71390,1.2,Diesel,Automatic,1,Excellent,15106.16
Toyota,15.9,316323,3.5,Petrol,Manual,3,Good,3366.37
Toyota,14.4,233154,2.5,Diesel,Manual,2,Excellent,3176.62
Mercedes,4.2,62650,1.6,Petrol,Automatic,2,Good,23397.09
Volkswagen,0.8,13124,1.8,Hybrid,Manual,4,Good,27480.14
BMW,10.0,145953,1.6,Electric,Automatic,3,Excellent,8917.01
Hyundai,6.0,44285,4.0,Petrol,Automatic,1,Good,26691.23
Audi,16.5,238004,4.0,Diesel,Manual,2,Fair,4500.91
Hyundai,1.4,13175,1.8,Diesel,Automatic,1,Good,21627.53
Volkswagen,4.6,46086,1.8,Petrol,Automatic,1,Good,16134.08
Hyundai,13.4,150413,2.5,Petrol,Manual,1,Poor,3177.58
Mercedes,5.5,44051,1.4,Electric,Automatic,2,Excellent,21406.16
Volkswagen,12.3,255748,2.2,Hybrid,Automatic,1,Excellent,4526.9
Mercedes,5.5,82778,1.6,Electric,Automatic,2,Fair,18745.6
Honda,6.0,64311,1.0,Electric,Manual,1,Excellent,8596.09
Toyota,13.2,237798,2.2,Diesel,Manual,1,Excellent,3402.6
BMW,18.0,247026,1.8,Electric,Manual,1,Excellent,2729.97
BMW,4.7,76284,3.5,Diesel,Automatic,1,Poor,29772.68
Nissan,2.3,29026,1.2,Petrol,Manual,1,Good,12311.42
Toyota,16.5,316159,2.0,Petrol,Automatic,2,Fair,1777.87
Volkswagen,2.5,24713,1.2,Diesel,Manual,2,Excellent,16863.35
Nissan,6.9,110799,4.0,Hybrid,Manual,1,Good,20608.39
Ford,15.0,192659,2.2,Petrol,Manual,1,Excellent,3122.72
Volkswagen,10.6,87288,1.8,Hybrid,Automatic,1,Fair,7336.65
BMW,9.5,115799,1.6,Petrol,Automatic,1,Excellent,10296.18
Nissan,9.4,170709,4.0,Petrol,Manual,1,Fair,9723.53
Audi,2.3,50783,3.5,Diesel,Manual,3,Good,57544.65
Mercedes,3.2,57366,1.0,Petrol,Manual,1,Fair,12907.11
Maruti,6.2,54035,1.8,Diesel,Automatic,3,Excellent,10476.86
Honda,15.3,227417,3.0,Electric,Manual,1,Good,3807.87
Ford,4.1,76883,2.0,Diesel,Manual,2,Excellent,15467.07
Maruti,5.8,89279,2.5,Hybrid,Automatic,2,Good,13841.39
BMW,1.5,20913,3.5,Petrol,Manual,3,Good,60863.02
Audi,16.1,231422,2.2,Diesel,Automatic,1,Good,3432.63
Honda,1.1,18744,3.0,Petrol,Manual,1,Excellent,47030.44
Hyundai,16.4,198490,1.2,Electric,Manual,1,Good,1500
Honda,16.1,251669,3.5,Electric,Automatic,2,Fair,3387.81
Mercedes,12.8,197965,2.5,Electric,Automatic,2,Excellent,9852.12
Toyota,0.7,5552,3.0,Diesel,Automatic,1,Good,50562.64
Mercedes,4.3,79627,4.0,Petrol,Manual,1,Poor,38991.98
Honda,5.7,63857,3.5,Diesel,Manual,1,Good,25179.65
Volkswagen,7.5,124929,4.0,Petrol,Automatic,2,Poor,14648.04
Honda,1.3,21712,3.0,Hybrid,Automatic,2,Fair,43896.01
Volkswagen,8.9,113779,1.2,Petrol,Manual,1,Fair,4633.2
Nissan,14.3,167977,2.0,Diesel,Automatic,1,Fair,3018.75
BMW,11.7,175423,2.2,Diesel,Manual,1,Good,8099.28
Toyota,1.1,26185,1.2,Petrol,Automatic,1,Good,17672.74
Toyota,2.1,26790,1.0,Electric,Automatic,3,Good,13995.68
Volkswagen,6.8,76442,1.4,Hybrid,Manual,1,Fair,8543.43
Audi,8.1,95713,1.8,Electric,Manual,1,Good,14993.53
Audi,4.3,47765,2.5,Electric,Manual,1,Good,36763.11
Maruti,9.3,152194,4.0,Hybrid,Automatic,3,Excellent,11725.9
Toyota,11.3,128959,4.0,Electric,Automatic,2,Good,14171.15
Hyundai,14.5,262067,3.0,Electric,Automatic,1,Poor,2686.51
Toyota,1.0,25072,3.0,Hybrid,Manual,2,Excellent,49720.79
Volkswagen,4.9,56814,1.8,Diesel,Manual,1,Good,16107.05
Audi,7.9,109413,2.0,Petrol,Automatic,1,Excellent,15117.8
BMW,5.2,47228,2.5,Electric,Manual,2,Fair,31580.14
Ford,1.1,20892,1.0,Petrol,Manual,1,Excellent,12822.18
Volkswagen,1.9,40558,1.8,Electric,Automatic,1,Good,25851.82
Honda,13.7,180308,3.5,Petrol,Automatic,1,Fair,5268.1
Ford,5.0,81184,3.5,Electric,Manual,1,Good,25842.52
Toyota,6.8,112619,2.5,Hybrid,Automatic,1,Excellent,17704.84
Mercedes,14.4,270974,1.6,Hybrid,Automatic,1,Good,3513.52
Toyota,5.8,80894,2.0,Hybrid,Automatic,1,Poor,11855.2
Hyundai,16.8,195426,3.5,Diesel,Automatic,1,Excellent,3995.44
BMW,7.2,69279,1.2,Diesel,Automatic,3,Good,10265.27
Volkswagen,5.0,71210,4.0,Diesel,Automatic,3,Excellent,35557.99
Honda,3.5,55185,1.6,Diesel,Manual,1,Excellent,17099.29
Ford,11.8,225537,3.0,Diesel,Manual,1,Good,4525.75
BMW,10.0,193505,2.2,Diesel,Manual,3,Good,8836.13
Mercedes,16.1,252445,4.0,Electric,Manual,1,Good,7764.08
Maruti,10.4,135950,2.0,Petrol,Manual,1,Fair,4254.61
Volkswagen,15.5,303159,2.5,Diesel,Manual,2,Excellent,3097.18
BMW,4.8,85371,2.5,Petrol,Manual,1,Good,25553.37
Honda,12.5,164519,1.6,Hybrid,Automatic,1,Good,4062.53
Volkswagen,13.7,224008,3.5,Diesel,Manual,1,Good,4956.53
Toyota,16.6,305120,3.5,Hybrid,Manual,2,Good,3201.41
Mercedes,17.1,239767,3.0,Electric,Automatic,1,Good,5266.29
Maruti,1.3,25635,1.8,Electric,Automatic,3,Good,20002.78
